,type,name,folow_to,length_km,area_km²,edge
7473,Озеро,Полоусное,река  КАМА,"0,6",0,КАМА
7474,Река,Вобловица,в  899    от  устья,43,365,в  899    от  устья
7475,Река,Получумкосна,в  1086    от  устья,11,0,в  1086    от  устья
7476,Река,Подрезчиха,в  997    от  устья,59,380,в  997    от  устья
7477,Озеро,Адово,река  Порыш,"3,68",0,Порыш
7478,Озеро,без  названия,река  Порыш,"0,4",0,Порыш
7479,Озеро,Вишняцкое,река  Порыш,"0,17",0,Порыш
7480,Озеро,Прорывское,река  КАМА,"0,32",0,КАМА
7481,Пруд,пруд  Александровский,река  ЛЫТВА,"1,6",0,ЛЫТВА
7482,Пруд,пруд  Архангельский,река  АСКИН,"2,64",0,АСКИН
7483,Пруд,пруд  Атигский,"река  Большой  Атиг  (Белый  Атиг,  Песчаная)","2,3",0,"Большой  Атиг  (Белый  Атиг,  Песчаная)"
7484,Пруд,пруд  Ачитский,река  Ачит,"0,16",0,Ачит
7485,Пруд,пруд  Ашапский,река  Большой  Ашап,"0,36",0,Большой  Ашап
7486,Пруд,пруд  без  названия,река  Водовойка  (Левая  Водовойка),"0,12",88,Водовойка  (Левая  Водовойка)
7487,Пруд,пруд  без  названия,река  Кува,"0,050",0,Кува
7488,Пруд,пруд  без  названия,река  Паравойка,"0,11","41,4",Паравойка
7489,Пруд,пруд  без  названия,река  Керзя,"0,23","20,6",Керзя
7490,Пруд,пруд  без  названия,река  Очер,"0,48",0,Очер
7491,Пруд,пруд  без  названия,река  Висим,"0,16",0,Висим
7492,Пруд,пруд  без  названия,река  Андык,"0,11","28,6",Андык
7493,Пруд,пруд  без  названия,река  КАМБАРКА,"0,3",0,КАМБАРКА
7494,Пруд,пруд  без  названия,река  Малая  Ургала,"0,13",0,Малая  Ургала
7495,Пруд,пруд  без  названия,река  АРТЯ,"0,1",0,АРТЯ
7496,Пруд,пруд  без  названия,река  Булач,"0,21",0,Булач
7497,Пруд,пруд  без  названия,река  Большой  Азям,"0,28",0,Большой  Азям
7498,Пруд,пруд  без  названия,река  Керзя,"0,2","29,7",Керзя
7499,Пруд,пруд  без  названия,ручьи  Манчаж  (руч.  Киселев),"0,2",0,Манчаж  (руч.  Киселев)
7500,Пруд,пруд  без  названия,река  Полва,"0,48",0,Полва
7501,Пруд,пруд  без  названия,река  Кизган  (Кизганка),"0,32",0,Кизган  (Кизганка)
7502,Пруд,пруд  без  названия,река  ЛЫП,"0,1",0,ЛЫП
7503,Пруд,пруд  без  названия,река  Бардым,"0,2",0,Бардым
7504,Пруд,пруд  без  названия,река  Исанбайка,"0,050",0,Исанбайка
7505,Пруд,пруд  без  названия,река  ВЕРХНЯЯ  ПОЖВА,"0,12",0,ВЕРХНЯЯ  ПОЖВА
7506,Пруд,пруд  без  названия,река  Ачит,"0,2",0,Ачит
7507,Пруд,пруд  без  названия,река  Большой  Авзян,"0,56",0,Большой  Авзян
7508,Пруд,пруд  без  названия,река  КАМБАРКА,"0,16",0,КАМБАРКА
7509,Пруд,пруд  без  названия,река  КИЗЕЛ,"0,36",0,КИЗЕЛ
7510,Пруд,пруд  без  названия,река  Ирзек,"0,11",20,Ирзек
7511,Пруд,пруд  без  названия,река  М.СИВА,"0,2",0,М.СИВА
7512,Пруд,пруд  без  названия,река  Малая  Сая  (Сая),"0,2",0,Малая  Сая  (Сая)
7513,Пруд,пруд  без  названия,река  Байса,"0,14",217,Байса
7514,Пруд,пруд  без  названия,река  Кизган  (Кизганка),"0,36",0,Кизган  (Кизганка)
7515,Пруд,пруд  без  названия,река  Большой  Козырь,"0,16",0,Большой  Козырь
7516,Пруд,пруд  без  названия,река  Ачит,"0,48",0,Ачит
7517,Пруд,пруд  без  названия,река  КЕЛЬТЕЙ,"0,14",0,КЕЛЬТЕЙ
7518,Пруд,пруд  без  названия,река  Кишкиль  (Белый  Кишкиль),"0,65",540,Кишкиль  (Белый  Кишкиль)
7519,Пруд,пруд  без  названия,река  ОБВА,"0,15",0,ОБВА
7520,Пруд,пруд  без  названия,река  Малая  Вотка,"0,12",0,Малая  Вотка
7521,Пруд,пруд  без  названия,река  Карзя,"0,3",0,Карзя
7522,Пруд,пруд  без  названия,река  Большая  Шайтанка  (Шайтанка),"0,24",0,Большая  Шайтанка  (Шайтанка)
7523,Пруд,пруд  без  названия,река  Нердва,"1,040",0,Нердва
7524,Пруд,пруд  без  названия,река  Головниха,"0,1",0,Головниха
7525,Пруд,пруд  без  названия,река  ЛЫСЬВА,"0,2",0,ЛЫСЬВА
7526,Пруд,пруд  без  названия,река  Еранка,"0,13","12,5",Еранка
7527,Пруд,пруд  без  названия,река  Карзя,"0,16",0,Карзя
7528,Пруд,пруд  без  названия,река  Медведка,"0,1",0,Медведка
7529,Пруд,пруд  без  названия,река  Бальза,"0,36",0,Бальза
7530,Пруд,пруд  без  названия,река  ПОТЕХА,"0,24",0,ПОТЕХА
7531,Пруд,пруд  без  названия,река  Ельчевка,1,0,Ельчевка
7532,Пруд,пруд  без  названия,река  Ножовка,"0,6",0,Ножовка
7533,Пруд,пруд  без  названия,река  Бым  (Симоновка),"0,1",0,Бым  (Симоновка)
7534,Пруд,пруд  без  названия,река  БИКБАРДИНКА,"0,36",0,БИКБАРДИНКА
7535,Пруд,пруд  без  названия,река  ПОТЕХА,"0,35",0,ПОТЕХА
7536,Пруд,пруд  без  названия,река  Коса,"0,12","24,5",Коса
7537,Пруд,пруд  без  названия,река  КАГА,"0,4",0,КАГА
7538,Пруд,пруд  без  названия,река  Заводская  Камбарка  (Камбарка  3-я),"0,2",0,Заводская  Камбарка  (Камбарка  3-я)
7539,Пруд,пруд  без  названия,река  Молебка  (Большая  Молебка),"0,7",0,Молебка  (Большая  Молебка)
7540,Пруд,пруд  без  названия,река  Лек,"0,15",0,Лек
